"merda,2
anta,2
filho,5
put@,2
caras,5
poder,47
motivo,11
deixou,7
psdb,21
sabia,9
hora,11
demoraria,7
chegar,10
espaço,18
dominada,7
historicamente,7
flerta,7
regular,1
controle,1
remoto,1
entrevistar,1
aberração,1
liberdade,2
imprensa,12
limite.,1
demais,38
presidenciáveis,2
assumir,24
12.,8
btg/fsb,34
divulgada,36
(01/10,7
comparação,9
anterior,8
(24/09):,7
31,44
(-2),9
24,37
(+1),11
11,45
(+3),9
9,13
(-1),26
(+2),10
4,22
(=),11
mbl,3
dando,3
crédito,1
fico,2
orgulhosa,1
menino,2
falando,16
sala,1
aparentemente,13
ninguém,8
conhecia,1
nomes,2
falei,2
acreditando,2
nisso,6
torcendo,1
júlia,1
desculpa,2
intrometer,1
pergunta,11
assiste,1
sabatina,1
youtube,1
faap/estadão,1
horas,1
globo,22
news,2
30,6
minutos,1
jornal,1
tbm,5
consistentemente,1
debates.,1
mim,18
apaixonada,4
mano,10
gracinha,3
aff,2
kkkkkkkkkkkkkkkkk,2
deixei,1
twitter,15
aberto,2
so,3
ve,1
sentie,1
diferenças,2
pensar,4
momento,12
urna,8
comemorar,1
amigos,7
vitória,8
eleitoral.,1
coerente,15
preparada,9
projetos,10
quais,11
participo,7
mundo.,8
pior,2
hj,12
terceirizado,1
entusiasmado,1
spc,18
como?,1
valor,2
pago,1
cofres,1
públicos,1
pagos,1
toda,19
aumento,1
impostos,1
ademais,1
inadiplemento,1
incentivado,1
então?,1
“voc,1
acredita,10
dizer”,3
afirmar,2
preciso,3
refazer,8
coisa.,3
encerrar,3
radicalização",3,
acompanhe,3,
lembrando,3,
salnorabo,3,
ponto,3,
_barros,3,
público,3,
conversar,3,
katia,3,
antipetista,3,
gosto,3,
deixa,3,
eleição.,3,
6,3,
última,3,
joão,3,
falem,3,
coloquem,3,
mdb,3,
chapa,3,
políticas,3,
enquete…,3,
haddad!,3,
(pdt,3,
conseguiria,3,
conquistar,3,
2°turno,3,
katy,3,
perry,3,
hahahaha,3,
viável,3,
denúncia,3,
vingança,3,
animado,3,
hahaha,3,
desonestidade,3,
intelectual,3,
virou,3,
honestamente,3,
alkimin,3,
devem,3,
arrumou,3,
lutando,3,
doida,3,
top,3,
lavar,3,
letras,3,
comprar,3,
sul,3,
reafirme,3,
acorda,3,
2018,3,
simpatia,3,
chegaremos,3,
histórica,3,
2°,3,
curvar,3,
#manuvice,3,
#obrasilfelizdenovo,3,
#vote13,3,
bobonaro,3,
começar,3,
oportunidade,3,
correr,3,
..,3,
:),3,
propôs,3,
ciro...,3,
achei,3,
matou,3,
garante,3,
usar,3,
pés,3,
original,3,
deve,3,
título,3,
dupla,3,
perfeita,3,
duvidas.,3,
turno!,3,
#debatedarecord,3,
mãos,3,
tentando,3,
dialoga,3,
tranquilamente,3,
apoiado,3,
ele.,3,
votarei,3,
racista,3,
percebi,3,
seu.,3,
bora,3,
feita,3,
vergonha,3,
tentar,3,
clareza,3,
objetividade,3,
cansaço,3,
time,3,
lo,3,
17,3,
ganharam,3,
canalha,3,
livrou,3,
desgraças,3,
_gomes2018,3,
deboche,3,
familia,3,
falaram,3,
criticaram,3,
argumentativa,3,
incisivas,3,
fanaticamente,3,
anti-petista,3,
pistola,3,
ctz,3,
raiva?,3,
pura,3,
su,3,
turno.,3,
oq,3,
dependesse,3,
apresenta,3,
dizia,3,
alguns,3,
rs,3,
apelaram,3,
flertaram,3,
joga,3,
quererem,3,
gera,3,
dubiedade,3,
afasta,3,
professor,3,
assisto,3,
aumentar,3,
migrar,3,
fariam,3,
(e,3,
contar,3,
independente,3,
tweet,3,
certa,3,
"engraçado,3
dilma",3,
aécio,3,
neves,3,
risadinha.,3,
!!!,3,
recusou,3,
"lindíssima,1
ilustre,1
estimada,1
amiga,1
comadre,1
tudo!,1
soco,1
repórter,2
gratuitamente,1
brasi..,1
liked,1
filtro,1
ícone,2
sorriso,4
cínico,2
superioridade,2
recibo,2
ajustar,2
suspensório,2
baforadas,2
charuto,2
brilho,2
notas,2
acertar,2
chapéu.,2
entendedores,2
entenderão.,2
noite!,2
divergência,3
democratização,3
democratizou,3
demanda,3
pretende,4
democratizar,3
oportunidades,3
produtivas,3
exige,3
inovação,3
institucional.,3
loucura,1
apresentam,2
lapela,2
anteriores,2
adotou,2
conhecido,2
intervalo,2
wishful,1
thinking,1
somados,1
nenhum.,1
hum,1
tendi,1
inominável,2
!!,1
brigada,1
informação,1
imagem,2
cola,1
vídeos,1
viralizados,1
agredindo,2
xingando,2
provavelmente,5
perco,1
palmares,1
anular,1
armando,1
paulo...,1
aconteceria,2
alckmistas,2
isso!,2
alertei,2
chamaram,2
prova,5
3.1,1
ah",3,
fofinho,3,
concordo,3,
bolsonaro.,3,
ironia,3,
ontem,3,
conquistou,3,
representando,3,
elevou,3,
rompe,3,
paradigmas,3,
xenofobia,3,
tao,3,
botar,3,
7,3,
seguir,3,
lançou,3,
branco,3,
funça,3,
bozzo,3,
povão,3,
manifestações,3,
leem,3,
_s,2,
cid,2,
assumiu,2,
cargo,2,
geral,2,
confiar.,2,
gerar,2,
2014,2,
sabedoria,2,
né,2,
várias,2,
disparado,2,
armas,2,
pouca,2,
desespero.,2,
centrado,2,
viva,2,
prevejo,2,
pinda,2,
n/cear,2,
perguntando,2,
'por,2,
ganhei?',2,
retomando,2,
confirmado,2,
convocação,2,
mentira,2,
momento.,2,
ficam,2,
sociedade,2,
soltou,2,
confirmou,2,
previ,2,
passada,2,
bozonéscio,2,
caminho.,2,
(não,2,
liguem,2,
variam,2,
curvas.,2,
acalmar,2,
helicópteros,2,
arriscar,2,
bobagens,2,
tomara,2,
não!,2,
massa,2,
confiando,2,
(pdt),2,
unica,2,
função,2,
envolvido,2,
finalmente,2,
postou,2,
transforma,2,
"grande,2
público",2,
ator,2,
categoria,2,
excelentíssimo,2,
ministra,2,
alckmin..,2,
trata,2,
umas,2,
sinal,2,
negociou,2,
claras,2,
envolvendo,2,
demonstrou,2,
aceita,2,
baseadas,2,
assim.,2,
hein,2,
"eu,4
aceito,3
(eunicio,2
corrupto,3
ajeitou,2
ele...",2,
próxima,2,
#joaonosdebates,2,
pensei,2,
opções,2,
autocrítica,2,
atualmente,2,
duvido,2,
mostrar,2,
fonte,2,
amanh,2,
pocs,2,
empate,2,
_d,2,
bila,2,
je,2,
nulo,2,
acabe,2,
bozo),2,
capazes,2,
juntem,2,
procede,2,
maranhense,2,
comentando,2,
estranhas.,2,
racismo,2,
passando,2,
notificações,2,
abarrotadas,2,
monte,2,
(me,2,
refiro,2,
achando,2,
redundância.,2,
dividido,2,
e-mail,2,
felizmente,2,
henrique,2,
últimos,2,
sao,2,
#votonarecord,2,
perfil,2,
musica,2,
kkkkk,2,
desculpar,2,
venha,2,
glória,2,
mudei,2,
negocio,2,
desenvolvimento,2,
futuro,2,
gravata,2,
propósito,2,
encarregando,2,
eleitoras,2,
indecisas,2,
sabiam,2,
veja,2,
crítico,2,
entrevistas,2,
favorzinho,2,
apelo,2,
pensam,2,
culpados!,2,
aceitar,2,
larápio,2,
posso,2,
acabando,2,
onda,2,
vendo,2,
desses,2,
#cironosegundoturno,2,
immobile,2,
palavras,2,
mentes,2,
politica,2,
etc...,2,
reclama,2,
aliás,2,
tom,2,
fortalecer,2,
#ciro,2,
#ciropresidente12,2,
rabo,2,
atacando,2,
estratégia,2,
imagina,2,
dadas,2,
briga,2,
bateu,2,
tranquilo,2,
raio,2,
parta,2,
falas,2,
capitão,2,
terço,2,
ritmo,2,
cresce,2,
reações,2,
cristão,2,
apostar,2,
deputados,2,
senador,2,
indiscutivelmente,2,
aconter,2,
machista,2,
homofóbico,2,
(o,2,
prevendo,2,
nivel,2,
gay,2,
põe,2,
vs,2,
carinha,2,
puro,2,
outros.,2,
financiamento,2,
usurpado,2,
jogando,2,
lama,2,
manipulando,2,
ignorando,2,
esqueça,2,
ex-militantes,2,
diretrizes,2,
decisões,2,
patamar,2,
tocando,2,
fodasse,2,
preso,2,
realista,2,
12!,2,
"dívida,3
zero,3
reforma,4
bancária,3
juros,3
responsável,8
sujo,4
corre,3
possibilidade,4
combatida,3
poc,2
beijou,2
devolveu,2
beijo!!!!!!!!!!!!!!,2
@_delrioz,2
_wins_2,2
_fogo,2
gaúcho,2
viado,4
mulher",2,
grelo,2,
"duro""",2,
gaba,2,
transar,2,
cabras,2,
protestantes,2,
humilha,2,
posto,2,
"momento,2
testosterona",2,
descupa,2,
busque,2,
quesitos,2,
agora!,2,
li,2,
melhor.,2,
pras,2,
2%,2,
comentários,2,
analisar,2,
chamou,2,
si,2,
saboria,2,
pregação,2,
apocalíptica,2,
aparente,2,
humor,2,
argúcia,2,
contenção,2,
"garantir,2
resultado.",2,
the,2,
that,2,
it,2,
just,2,1
you,2,
and,2,
es,2,
cinco,2,
in,2,
amar,2,
sp,2,
ladrão,2,
mudou,2,
_twd,2,
elegeram,2,
confiante,2,
&amp,2,
nenhuma,2,
principal,2,1
coligação,2,
creo,2,
últimas,2,
daqui,2,
funcionam,2,
convicção,2,
economista,2,
muro,2,
abertamente,2,
acreditam,2,
sementes,2,
precisar,2,
queimou,2,
dedo,2,
_com,2,
defende,2,
imagino,2,
duvidar,2,
nuestra,2,
50,2,
isso.,2,
ministério,2,
século!,2,
n'eles,2,
sorrir.,2,
velho,2,
esquece,2,
picuinha,2,
sarcástico,2,
outro.,2,
al,2,
br,2,
podre,2,
portanto,2,
"não,2
(...,2
constituinte.",2,
verdadeiro.,2,
desperdiçar,2,
brilhante,2,
janta,2,
mina,2,
medo.,2,
really,2,
of,2,
promete,2,
fatos,2,
vale,2,
país!,2,
criar,2,
perdido,2,
vir,2,
impossível,2,
gostam,2,
hey,2,
tio,2,
odeio,2,
reitero,2,
reforço,2,
tese,2,
fuder,2,
teimam,2,
irrita,2,
gastrite,2,
inflar,2,
competência,2,
diferencial,2,
afirmação!,2,
negação!,2,
fermentando,2,
ultradireita,2,
aceitarão,2,
pacifica,2,
país.,2,
graças,2,
calma,2,
manda,2,
caf,2,
leite,2,
acefalia,2,
merenda,2,
quebrar,2,
ladrao,2,
câmera,2,
facada,2,
três,2,
é?,2,
vinha,2,
conversa,2,
baixou,2,
saudoso,2,
trabalhismo,2,
genuíno,2,
golpistas,2,
egoístas,2,
tratar,2,
cabaré,2,
lembrei,2,
prometeu,2,
#elenunca,2,
psb,2,
fechar,2,
responsabilidade,2,
objetivo,2,
tds,2,
considero,2,
